ID	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	d
NUCB2	5.763914377949063e-42	0.3861052460420422	0.374	0.285	1.3403406494482752e-37	nonMalignant	NUCB2	0.08900000000000002
HLA-DMA	1.2766354445057473e-41	0.3396585195374047	0.326	0.19	2.9686880626536647e-37	nonMalignant	HLA-DMA	0.136
LARP7	6.303496141992721e-41	0.25187534421907787	0.276	0.155	1.4658149928589873e-36	nonMalignant	LARP7	0.12100000000000002
KIF5B	1.5190823237429094e-40	0.26924889933699614	0.337	0.206	3.5324740356317615e-36	nonMalignant	KIF5B	0.13100000000000003
SF3B2	1.9183619867168764e-40	0.2761524191865935	0.394	0.269	4.460958963911424e-36	nonMalignant	SF3B2	0.125
IL32	2.604349256155945e-40	0.3954952255097637	0.842	0.877	6.056153760265035e-36	nonMalignant	IL32	-0.03500000000000003
RPSA	3.3235834834924425e-40	0.3686537446248437	0.917	0.911	7.728661032513325e-36	nonMalignant	RPSA	0.006000000000000005
PTP4A2	4.0015328480348765e-40	0.25163035667486744	0.309	0.189	9.305164484820301e-36	nonMalignant	PTP4A2	0.12
C12orf75	4.040640951368424e-40	0.29442396524646003	0.348	0.226	9.396106468312133e-36	nonMalignant	C12orf75	0.12199999999999997
YWHAQ	1.06857745745848e-39	0.26934979373605705	0.446	0.368	2.4848700195739495e-35	nonMalignant	YWHAQ	0.07800000000000001
FABP5	3.047979228557871e-39	0.5654012424352599	0.345	0.23	7.087770898088473e-35	nonMalignant	FABP5	0.11499999999999996
PPP1CB	3.1690054344684745e-39	0.35083428614291956	0.423	0.314	7.369205237312991e-35	nonMalignant	PPP1CB	0.10899999999999999
CTSB	4.862461248504984e-39	0.42363317713761695	0.445	0.518	1.130716738727349e-34	nonMalignant	CTSB	-0.07300000000000001
HNRNPAB	6.117386575803799e-39	0.26113869371677617	0.284	0.172	1.4225370743374152e-34	nonMalignant	HNRNPAB	0.11199999999999999
DNAJB6	8.03850203321279e-39	0.30893002506048584	0.41	0.285	1.8692732628033022e-34	nonMalignant	DNAJB6	0.125
CBX3	1.562002801376751e-38	0.26654789393371936	0.494	0.436	3.632281314321497e-34	nonMalignant	CBX3	0.057999999999999996
HNRNPU	1.1257180467102644e-37	0.31269376186952136	0.477	0.35	2.6177447458200487e-33	nonMalignant	HNRNPU	0.127
CAST	2.5492818823755383e-35	0.25659487164420325	0.345	0.265	5.9281000892760765e-31	nonMalignant	CAST	0.07999999999999996
NASP	9.155416524908098e-35	0.27222270689117256	0.305	0.192	2.1290005587021293e-30	nonMalignant	NASP	0.11299999999999999
EIF4A3	5.666172510645966e-34	0.26225172981420714	0.334	0.217	1.317611755625613e-29	nonMalignant	EIF4A3	0.11700000000000002
HSPA1A	1.646654834984941e-33	0.46178721368515685	0.732	0.819	3.8291311532739817e-29	nonMalignant	HSPA1A	-0.08699999999999997
EIF3F	3.5337438120467366e-33	0.2591861156464266	0.413	0.31	8.217367860533482e-29	nonMalignant	EIF3F	0.10299999999999998
C9orf16	2.1418176713266983e-32	0.2554234558996271	0.374	0.275	4.980582812903104e-28	nonMalignant	C9orf16	0.09899999999999998
RPS21	4.392912089855726e-32	0.2528690537987828	0.967	0.951	1.0215277773750506e-27	nonMalignant	RPS21	0.016000000000000014
MZT2A	7.342463192701878e-32	0.25169888076051794	0.39	0.304	1.7074163908308947e-27	nonMalignant	MZT2A	0.08600000000000002
GNAS	3.0970353935744036e-31	0.2940920294949817	0.532	0.394	7.201846104217918e-27	nonMalignant	GNAS	0.138
EIF4G2	3.509578821555391e-31	0.2505502298780985	0.558	0.455	8.161174591644906e-27	nonMalignant	EIF4G2	0.10300000000000004
RPS2	5.8703596967449814e-30	0.3125937612554308	0.941	0.92	1.365093443881078e-25	nonMalignant	RPS2	0.020999999999999908
ATP5MG	2.63473659721071e-29	0.4300969930663022	0.282	0.187	6.126816483153785e-25	nonMalignant	ATP5MG	0.09499999999999997
KPNA2	2.733009079066167e-29	0.30485132069348897	0.316	0.207	6.3553393124604645e-25	nonMalignant	KPNA2	0.10900000000000001
SPP1	1.8574204890794354e-28	0.9828921718100667	0.353	0.408	4.319245605305319e-24	nonMalignant	SPP1	-0.05499999999999999
IDH2	6.333115495988519e-28	0.2517172773597759	0.365	0.283	1.4727026774371704e-23	nonMalignant	IDH2	0.08200000000000002
ATP5MC2	2.4172542750396004e-27	0.38439941464764416	0.274	0.174	5.621083091177087e-23	nonMalignant	ATP5MC2	0.10000000000000003
HLA-DRB5	1.4314951457682313e-26	0.4311692532672229	0.253	0.161	3.328798811969445e-22	nonMalignant	HLA-DRB5	0.092
ATF3	1.8600359401544211e-26	0.41530910152139233	0.262	0.199	4.325327575235091e-22	nonMalignant	ATF3	0.063
CKS2	3.13292881272071e-26	0.2920265281302683	0.393	0.276	7.285312661100739e-22	nonMalignant	CKS2	0.11699999999999999
PKM	3.7744013947271975e-26	0.352803075276126	0.473	0.362	8.776993003298624e-22	nonMalignant	PKM	0.11099999999999999
LGALS3	2.61196509918002e-25	0.41373594715035555	0.297	0.208	6.073863641633218e-21	nonMalignant	LGALS3	0.089
ELOB	2.5569942462199974e-24	0.32202457046924293	0.254	0.153	5.946034420159982e-20	nonMalignant	ELOB	0.101
HNRNPH1	1.8593300333005415e-23	0.3062134601624006	0.448	0.346	4.3236860594370793e-19	nonMalignant	HNRNPH1	0.10200000000000004
RACK1	1.734705004997587e-21	0.3537674158930604	0.307	0.209	4.033883018621389e-17	nonMalignant	RACK1	0.098
CD81	2.6507011763843565e-21	0.2665090430508743	0.271	0.194	6.163940515564182e-17	nonMalignant	CD81	0.07700000000000001
CTSS	1.8421285294172716e-20	0.3509085420604976	0.325	0.234	4.2836856823069233e-16	nonMalignant	CTSS	0.091
UBC	2.6301204117622835e-18	0.3051920236564416	0.946	0.956	6.116082005512014e-14	nonMalignant	UBC	-0.010000000000000009
HIST1H1C	9.359787019960015e-18	0.40575128017142437	0.264	0.229	2.176524873621502e-13	nonMalignant	HIST1H1C	0.035
ZFP36L1	6.294445842845479e-17	0.26599939726801014	0.448	0.367	1.4637104362952877e-12	nonMalignant	ZFP36L1	0.08100000000000002
C1QB	1.9439228565880961e-16	0.6318871137108955	0.296	0.294	4.520398210709959e-12	nonMalignant	C1QB	0.0020000000000000018
C1QA	1.1066276814490029e-13	0.5411100500062	0.295	0.297	2.5733520104415114e-9	nonMalignant	C1QA	-0.0020000000000000018
ATP5F1E	5.073870159634994e-11	0.32882272272979396	0.307	0.239	1.1798777669215216e-6	nonMalignant	ATP5F1E	0.068
APOE	0	2.2246665302434123	0.916	0.719	0	Malignant	APOE	0.19700000000000006
APOA2	0	2.1178453940070705	0.953	0.727	0	Malignant	APOA2	0.22599999999999998
AHSG	0	1.8842487418441463	0.842	0.52	0	Malignant	AHSG	0.32199999999999995
AKR1C2	0	1.7310180121322767	0.697	0.245	0	Malignant	AKR1C2	0.45199999999999996
RARRES2	0	1.7234127471377183	0.949	0.572	0	Malignant	RARRES2	0.377
EPHX1	0	1.6038544893499789	0.851	0.435	0	Malignant	EPHX1	0.416
SERPINA1	0	1.600648736917703	0.996	0.804	0	Malignant	SERPINA1	0.19199999999999995
TF	0	1.4781938789698503	0.922	0.487	0	Malignant	TF	0.43500000000000005
AKR1C3	0	1.4329057112327903	0.813	0.359	0	Malignant	AKR1C3	0.45399999999999996
CES1	0	1.4276002752844135	0.829	0.375	0	Malignant	CES1	0.45399999999999996
FTL	0	1.3599963851605592	1	0.988	0	Malignant	FTL	0.01200000000000001
APOH	0	1.355185406020003	0.942	0.611	0	Malignant	APOH	0.33099999999999996
VTN	0	1.3427107887209	0.959	0.666	0	Malignant	VTN	0.2929999999999999
AMBP	0	1.327146003332469	0.99	0.725	0	Malignant	AMBP	0.265
ALB	0	1.2234571198126556	0.939	0.821	0	Malignant	ALB	0.118
MPC2	0	1.200372923564199	0.938	0.684	0	Malignant	MPC2	0.2539999999999999
AGT	0	1.1959751608256561	0.918	0.514	0	Malignant	AGT	0.404
TMEM176A	0	1.1443891218893336	0.911	0.453	0	Malignant	TMEM176A	0.458
APOC1	0	1.1299366874414671	0.989	0.724	0	Malignant	APOC1	0.265
TMEM176B	0	1.1182828504458273	0.913	0.508	0	Malignant	TMEM176B	0.405
MGST1	0	1.070881688675824	0.952	0.547	0	Malignant	MGST1	0.4049999999999999
UGDH	0	1.0100063249585034	0.603	0.131	0	Malignant	UGDH	0.472
IFITM3	0	0.8754122349356357	0.986	0.762	0	Malignant	IFITM3	0.22399999999999998
CLU	0	0.8542498942193331	0.966	0.663	0	Malignant	CLU	0.30299999999999994
ORM1	0	0.472109813615186	0.912	0.519	0	Malignant	ORM1	0.393
SERPINF1	1.13067e-319	0.8600220057972701	0.645	0.181	2.62925823e-315	Malignant	SERPINF1	0.464
F2	9.890271624848965e-307	0.8817783526255636	0.699	0.242	2.2998837636423784e-302	Malignant	F2	0.45699999999999996
SDC2	2.852592696753645e-303	0.9071414270277893	0.606	0.165	6.633419057030926e-299	Malignant	SDC2	0.44099999999999995
MDK	8.760531795782551e-299	1.136933064925461	0.678	0.234	2.0371740637912743e-294	Malignant	MDK	0.44400000000000006
AKR1B10	9.020194082519191e-296	1.337866026470394	0.581	0.148	2.0975559319490127e-291	Malignant	AKR1B10	0.43299999999999994
KNG1	1.2426257111173229e-293	1.2711580080317804	0.773	0.379	2.8896018286322227e-289	Malignant	KNG1	0.394
FGG	3.3638003425955244e-289	0.9750323623112447	0.913	0.57	7.822181316671633e-285	Malignant	FGG	0.3430000000000001
GSTA1	2.377454507629704e-288	0.9197213867476441	0.845	0.452	5.528532712042114e-284	Malignant	GSTA1	0.39299999999999996
ORM2	3.0636339780636185e-284	0.28019156146148916	0.787	0.36	7.124174452589139e-280	Malignant	ORM2	0.42700000000000005
CFHR1	4.673946489119039e-283	1.1977400542446244	0.765	0.352	1.0868795165797413e-278	Malignant	CFHR1	0.41300000000000003
PRAP1	6.063580543301311e-279	1.0655663364682453	0.782	0.386	1.410025019539287e-274	Malignant	PRAP1	0.396
ASGR1	7.089707865765298e-278	0.7862654626248431	0.665	0.229	1.6486406671050624e-273	Malignant	ASGR1	0.43600000000000005
UGT2B4	5.587667611546967e-275	0.9925489473149811	0.557	0.141	1.2993562263891317e-270	Malignant	UGT2B4	0.41600000000000004
RBP4	1.3986791314909374e-272	1.0540986346304297	0.924	0.656	3.252488452369026e-268	Malignant	RBP4	0.268
NUPR1	7.007041557292731e-272	1.5700312282453819	0.763	0.412	1.6294174437328517e-267	Malignant	NUPR1	0.35100000000000003
LGALS4	4.728650846906173e-252	0.8152754394543049	0.747	0.344	1.0996004679395614e-247	Malignant	LGALS4	0.403
FGB	4.971563922337874e-250	0.8926459872399768	0.875	0.519	1.1560874745004493e-245	Malignant	FGB	0.356
C2	1.77942270806518e-249	0.7434594122871124	0.55	0.148	4.1378695653347696e-245	Malignant	C2	0.402
CP	2.4362317278227863e-249	1.107495928623853	0.576	0.174	5.665213259879108e-245	Malignant	CP	0.40199999999999997
BNIP3	2.760553871544596e-249	0.8355989013424401	0.693	0.282	6.419391972889804e-245	Malignant	BNIP3	0.411
FGL1	5.815172987111082e-249	1.0675505475636717	0.763	0.375	1.3522603264228111e-244	Malignant	FGL1	0.388
PEBP1	4.5968019288226056e-247	0.6943749869731288	0.958	0.749	1.0689403205284087e-242	Malignant	PEBP1	0.20899999999999996
ALDH1A1	2.034980537335611e-241	0.9337715769480202	0.751	0.373	4.7321437415202296e-237	Malignant	ALDH1A1	0.378
FN1	6.237985620413863e-238	0.9267995024708463	0.641	0.239	1.4505811761710398e-233	Malignant	FN1	0.402
ATOX1	2.196100087566099e-236	0.6787071168261187	0.865	0.529	5.106811143626207e-232	Malignant	ATOX1	0.33599999999999997
SPINK1	4.800433199411912e-236	1.2143610890584406	0.65	0.257	1.116292736191246e-231	Malignant	SPINK1	0.393
APOM	9.788782477126632e-236	1.214302244913001	0.642	0.265	2.276283477231027e-231	Malignant	APOM	0.377
CFB	2.2885704997751286e-232	0.6243339582071876	0.608	0.212	5.321841840177084e-228	Malignant	CFB	0.396
PRDX1	1.241187181506537e-231	0.7449185658015565	0.955	0.763	2.886256671875301e-227	Malignant	PRDX1	0.19199999999999995
CFH	3.400161397203707e-231	1.0631599980393953	0.678	0.289	7.906735313057501e-227	Malignant	CFH	0.38900000000000007
TTR	6.867554129390561e-231	0.6627887319522796	0.921	0.646	1.596981037248481e-226	Malignant	TTR	0.275
SERPIND1	5.12792981246765e-224	0.8185838807893828	0.447	0.094	1.1924487985912275e-219	Malignant	SERPIND1	0.353
FGA	7.38744871644871e-224	0.7443357002820059	0.832	0.479	1.717877324522983e-219	Malignant	FGA	0.353
GC	1.1766816860928016e-215	1.1048843801478205	0.88	0.592	2.736255592840201e-211	Malignant	GC	0.28800000000000003
GPX3	1.8796795428491645e-213	0.8196973523086852	0.557	0.186	4.371006808941447e-209	Malignant	GPX3	0.37100000000000005
CYB5A	7.089520200405281e-212	0.598995332512823	0.911	0.632	1.648597027402244e-207	Malignant	CYB5A	0.279
APOC2	1.506546778422035e-210	0.5105376420811636	0.679	0.302	3.5033238785426004e-206	Malignant	APOC2	0.37700000000000006
APOA1	2.462867856518536e-210	0.8225190757496748	0.879	0.656	5.727152913548203e-206	Malignant	APOA1	0.22299999999999998
ITIH2	2.7422831013455725e-208	0.7818056436917756	0.566	0.193	6.376905123868994e-204	Malignant	ITIH2	0.37299999999999994
RAMP1	9.151167670776652e-205	0.6262678250086049	0.393	0.069	2.1280125301624025e-200	Malignant	RAMP1	0.324
P4HB	2.3766599787920895e-204	0.8399219670635361	0.828	0.543	5.526685114683124e-200	Malignant	P4HB	0.2849999999999999
APOB	8.540754051874004e-199	0.9477763866965402	0.641	0.274	1.9860669472227808e-194	Malignant	APOB	0.367
PCBD1	4.1078184984778424e-197	0.682296922228232	0.724	0.37	9.552321136360374e-193	Malignant	PCBD1	0.354
SERPINC1	2.3121769531732477e-194	1.0305175422737904	0.669	0.315	5.37673628690907e-190	Malignant	SERPINC1	0.35400000000000004
HMGCS2	7.828357597105432e-193	0.6354079213491823	0.606	0.242	1.8204062756308972e-188	Malignant	HMGCS2	0.364
ANGPTL3	2.292668541227616e-192	0.5184436879701151	0.584	0.227	5.331371425770698e-188	Malignant	ANGPTL3	0.357
IDH1	1.8258928108558538e-191	0.6450857603204813	0.524	0.174	4.245931142364202e-187	Malignant	IDH1	0.35000000000000003
CYP2D6	1.6637494485988866e-189	1.1164715758992456	0.527	0.181	3.8688829677718507e-185	Malignant	CYP2D6	0.34600000000000003
AKR1C1	1.3608226865310141e-188	1.0381262451549997	0.759	0.423	3.1644570752592203e-184	Malignant	AKR1C1	0.336
TXN	3.4811356412071427e-186	0.7813605070547363	0.968	0.855	8.09503282006309e-182	Malignant	TXN	0.11299999999999999
PTGR1	1.0084503596217961e-183	0.7297554336671885	0.61	0.255	2.345050466264525e-179	Malignant	PTGR1	0.355
PHYH	7.907495856024753e-182	0.5413053536904636	0.593	0.24	1.838809086359996e-177	Malignant	PHYH	0.353
PPP1R16A	2.0684906538222886e-181	0.6565574649526096	0.444	0.121	4.81006816639835e-177	Malignant	PPP1R16A	0.323
CHCHD10	8.107639646713608e-181	0.7345279047179065	0.756	0.43	1.8853505234467825e-176	Malignant	CHCHD10	0.326
FABP1	3.032442913247735e-178	0.6263212762632393	0.8	0.475	7.051642750466283e-174	Malignant	FABP1	0.32500000000000007
CALD1	3.291405880283563e-177	0.5540894364727058	0.607	0.256	7.653835234011397e-173	Malignant	CALD1	0.351
APOC3	1.4458193759925136e-173	0.5227822347205882	0.899	0.687	3.362108376932991e-169	Malignant	APOC3	0.21199999999999997
CBR1	2.0232974094241737e-172	0.826638426633032	0.582	0.259	4.704975795874973e-168	Malignant	CBR1	0.32299999999999995
CCL15	6.886579519481261e-172	0.470437007232665	0.298	0.036	1.6014052014601724e-167	Malignant	CCL15	0.262
ITIH3	2.532476672898033e-171	0.7703987413233283	0.46	0.138	5.889021255157086e-167	Malignant	ITIH3	0.322
FAM162A	1.3988057462195105e-170	0.6159001418373958	0.6	0.259	3.25278288225885e-166	Malignant	FAM162A	0.34099999999999997
S100A16	1.556806066094315e-169	0.6303658282570628	0.448	0.132	3.6201968260957203e-165	Malignant	S100A16	0.316
GALK1	1.941864402743589e-169	0.5858017338258872	0.419	0.114	4.515611482139942e-165	Malignant	GALK1	0.305
PPIB	1.398753952663957e-168	0.8045827364242102	0.91	0.73	3.2526624415247655e-164	Malignant	PPIB	0.18000000000000005
KRTCAP2	1.425578024235674e-168	0.5743047450852753	0.715	0.389	3.3150391375576364e-164	Malignant	KRTCAP2	0.32599999999999996
GPC3	2.783713260228965e-167	0.8847265789559022	0.323	0.055	6.473246815336435e-163	Malignant	GPC3	0.268
ATP5G1	3.743901454165761e-167	0.7008418206654538	0.664	0.341	8.706068441517061e-163	Malignant	ATP5G1	0.323
DIO1	6.380737850180199e-164	0.43085446448036235	0.269	0.027	1.4837767796809036e-159	Malignant	DIO1	0.24200000000000002
PRDX6	2.456722245725159e-156	0.6086066433955934	0.897	0.677	5.712861910209285e-152	Malignant	PRDX6	0.21999999999999997
SQSTM1	3.1751671775706376e-155	1.0228427594053695	0.794	0.524	7.383533754722761e-151	Malignant	SQSTM1	0.27
FTH1	1.1073730594982011e-153	1.0425331244323868	0.983	0.959	2.5750853125571168e-149	Malignant	FTH1	0.02400000000000002
CISD3	2.1513653402172425e-152	0.5370768859421892	0.585	0.264	5.0027849621411755e-148	Malignant	CISD3	0.32099999999999995
GPX4	1.4070587837248537e-151	0.5679316279192437	0.934	0.753	3.2719744956737746e-147	Malignant	GPX4	0.18100000000000005
CUTA	1.1202672398585177e-150	0.5439084013214761	0.839	0.586	2.605069439566997e-146	Malignant	CUTA	0.253
TFPI	1.299789395806123e-149	0.9743630245838981	0.534	0.236	3.0225302610075587e-145	Malignant	TFPI	0.29800000000000004
CTTN	3.625929519921731e-147	0.9117111882762721	0.31	0.068	8.431736505625993e-143	Malignant	CTTN	0.242
PDIA4	1.0201648293307645e-146	0.6249313014186004	0.585	0.275	2.37229129412576e-142	Malignant	PDIA4	0.30999999999999994
HSPB1	1.1878597062388472e-145	0.7014453657920128	0.927	0.743	2.762248960887815e-141	Malignant	HSPB1	0.18400000000000005
CD63	4.232049410764379e-145	0.6134882644158224	0.944	0.783	9.841207699791488e-141	Malignant	CD63	0.16099999999999992
TM4SF5	4.647154198144431e-145	0.5512831648860401	0.368	0.094	1.080649237236506e-140	Malignant	TM4SF5	0.274
SEPP1	8.574833071166468e-145	1.2656200860064535	0.775	0.548	1.9939916823690504e-140	Malignant	SEPP1	0.22699999999999998
COA3	4.367141107627144e-144	0.48711718159365125	0.629	0.313	1.015534993167616e-139	Malignant	COA3	0.316
ETFB	1.9695581165348713e-142	0.39164518724390973	0.825	0.542	4.58001044419019e-138	Malignant	ETFB	0.2829999999999999
HRG	2.0914987714119053e-142	1.0942570387072585	0.563	0.263	4.863571243041245e-138	Malignant	HRG	0.29999999999999993
SEC11C	5.778993338272503e-140	0.532969494522399	0.616	0.307	1.3438471108818879e-135	Malignant	SEC11C	0.309
TKT	3.779357238869586e-139	0.7851360457082791	0.596	0.318	8.788517323267335e-135	Malignant	TKT	0.27799999999999997
GATM	4.6950387113415846e-139	0.646215992889261	0.712	0.409	1.091784301935372e-134	Malignant	GATM	0.303
CCL16	2.8871922169208476e-138	0.5290925150778871	0.295	0.055	6.713876781227739e-134	Malignant	CCL16	0.24
C8G	3.0073920872319836e-138	0.42314270002225557	0.406	0.134	6.993389559649255e-134	Malignant	C8G	0.272
DBI	5.002107490109851e-137	0.9545906898579384	0.946	0.867	1.1631900757501447e-132	Malignant	DBI	0.07899999999999996
PLG	8.91583635224743e-137	0.5211863680824078	0.435	0.151	2.0732885853516176e-132	Malignant	PLG	0.28400000000000003
RAB13	1.890927202027347e-136	0.4762604717550912	0.44	0.153	4.397162115594392e-132	Malignant	RAB13	0.28700000000000003
SELM	3.709064654288035e-136	0.522645052614422	0.375	0.106	8.625058947081397e-132	Malignant	SELM	0.269
F10	5.554935624303022e-135	0.43559930627878396	0.3	0.06	1.2917447300754248e-130	Malignant	F10	0.24
PGRMC1	8.35345513830132e-135	0.5695494614835581	0.535	0.236	1.942512457860589e-130	Malignant	PGRMC1	0.29900000000000004
PON1	1.6044690150110082e-134	0.5470390579098154	0.399	0.124	3.7310322475065986e-130	Malignant	PON1	0.275
COX6C	8.34040376205301e-134	0.5554288621500683	0.98	0.93	1.9394774908278068e-129	Malignant	COX6C	0.04999999999999993
TMED2	1.2785452849296915e-133	0.5341189507815058	0.766	0.5	2.973129205575505e-129	Malignant	TMED2	0.266
GGH	2.651719224137819e-132	1.1015843897839441	0.625	0.355	6.166307883810084e-128	Malignant	GGH	0.27
KHK	2.974175586297742e-132	0.6402380657230825	0.386	0.121	6.916147908376769e-128	Malignant	KHK	0.265
ECHS1	9.66861696837404e-132	0.31463308800544176	0.793	0.51	2.248340189825699e-127	Malignant	ECHS1	0.28300000000000003
HULC	1.6686461617228933e-130	1.0139747577987879	0.465	0.183	3.8802697844704164e-126	Malignant	HULC	0.28200000000000003
MIR4458HG	4.674220447818064e-130	0.4598316132765814	0.338	0.087	1.0869432229356127e-125	Malignant	MIR4458HG	0.251
SCD	6.0078955903302235e-130	0.7205779200282528	0.389	0.127	1.3970760405753903e-125	Malignant	SCD	0.262
ANG	4.8889316193393506e-129	0.2838509332204662	0.651	0.36	1.1368721587611726e-124	Malignant	ANG	0.29100000000000004
TMEM14A	1.7035526598921265e-128	0.5388298721416672	0.485	0.204	3.9614413553131505e-124	Malignant	TMEM14A	0.281
ARG1	5.918993721540618e-128	0.3020961785775441	0.405	0.156	1.3764028000070553e-123	Malignant	ARG1	0.24900000000000003
BCHE	1.7225738009500793e-126	0.4623004269045635	0.311	0.073	4.0056731167293145e-122	Malignant	BCHE	0.238
UBD	7.29100342272827e-126	0.6293966833153208	0.363	0.106	1.695449935921232e-121	Malignant	UBD	0.257
NME1	5.948947446493277e-124	0.6253083470177061	0.554	0.271	1.3833682392075467e-119	Malignant	NME1	0.28300000000000003
NDUFS6	8.100211767119518e-122	0.5354516087851235	0.79	0.563	1.8836232443259726e-117	Malignant	NDUFS6	0.2270000000000001
MPST	1.6914917493281348e-121	0.46332582350599694	0.586	0.295	3.933394913887645e-117	Malignant	MPST	0.291
NDUFB9	4.431567567862792e-121	0.50676996436517	0.819	0.589	1.0305167222308135e-116	Malignant	NDUFB9	0.22999999999999998
TMEM97	6.878006741986994e-120	0.4510533799053995	0.356	0.107	1.5994116877816556e-115	Malignant	TMEM97	0.249
TFR2	7.002297941418082e-119	0.3681087961404521	0.302	0.076	1.628314363297361e-114	Malignant	TFR2	0.22599999999999998
SERPINF2	7.288221264487833e-119	0.4258117330614944	0.358	0.113	1.6948029728440007e-114	Malignant	SERPINF2	0.245
SLC2A2	6.354224067890354e-118	0.608437758586022	0.414	0.155	1.477611264747223e-113	Malignant	SLC2A2	0.259
KDELR2	1.9594745897705803e-117	0.4870899994284137	0.602	0.324	4.556562211052507e-113	Malignant	KDELR2	0.27799999999999997
ATP5J2	3.7685692809317994e-117	0.6765048594802807	0.802	0.607	8.763431005878806e-113	Malignant	ATP5J2	0.19500000000000006
HSD17B6	6.839184925399606e-117	0.653186551881892	0.405	0.146	1.5903840625524245e-112	Malignant	HSD17B6	0.259
QPRT	1.3572404846180837e-115	0.37243963510786054	0.352	0.11	3.1561270229308918e-111	Malignant	QPRT	0.242
ITIH1	8.510748558334327e-115	0.5069095028173292	0.425	0.163	1.9790894697550644e-110	Malignant	ITIH1	0.262
NDUFC2	1.0942935730175419e-114	0.5111723728570807	0.83	0.615	2.544670274694992e-110	Malignant	NDUFC2	0.21499999999999997
AGXT	2.033360271596692e-114	0.5215441190952277	0.612	0.328	4.7283759755709474e-110	Malignant	AGXT	0.284
C1S	3.313999151157907e-114	0.46694523727352033	0.45	0.186	7.706373626102597e-110	Malignant	C1S	0.264
GAMT	1.73948185883236e-112	0.36781373722795885	0.487	0.221	4.04499111452877e-108	Malignant	GAMT	0.266
SDHC	4.318581766572811e-111	0.49510934615510893	0.642	0.379	1.0042430039988415e-106	Malignant	SDHC	0.263
DUSP23	6.010347885882548e-111	0.5038256671189333	0.442	0.186	1.3976462973831277e-106	Malignant	DUSP23	0.256
PON2	6.722933256852228e-111	0.4360044715306099	0.402	0.149	1.563350899548417e-106	Malignant	PON2	0.253
ATP6V0B	9.81216483008501e-111	0.4551675353550926	0.733	0.48	2.2817208095879684e-106	Malignant	ATP6V0B	0.253
CYP27A1	1.4307272892888777e-109	0.4830466144105912	0.35	0.113	3.3270132385123563e-105	Malignant	CYP27A1	0.237
SCCPDH	1.61491414294362e-109	0.5003607497327025	0.431	0.182	3.755321348001094e-105	Malignant	SCCPDH	0.249
DHCR24	2.9793581969837246e-109	0.4623845329191109	0.353	0.114	6.928199551265953e-105	Malignant	DHCR24	0.239
FDPS	1.4226344053412984e-108	0.6104751380830186	0.602	0.356	3.308194046180655e-104	Malignant	FDPS	0.246
ADI1	3.773710445896477e-108	0.40357778687509227	0.76	0.506	8.775386270887667e-104	Malignant	ADI1	0.254
SOD1	2.1322738731551567e-107	0.5158255198643129	0.962	0.879	4.958389664635002e-103	Malignant	SOD1	0.08299999999999996
GRINA	2.4702502981320903e-107	0.4211869675342546	0.378	0.135	5.744320043276363e-103	Malignant	GRINA	0.243
S100A13	5.3165983834907546e-107	0.3923751238434583	0.365	0.126	1.23632178809694e-102	Malignant	S100A13	0.239
AZGP1	6.079421478809063e-107	0.3051466538480645	0.57	0.306	1.4137086706822595e-102	Malignant	AZGP1	0.26399999999999996
LMAN2	2.562856753487065e-106	0.43507687865662725	0.699	0.441	5.959667094558821e-102	Malignant	LMAN2	0.25799999999999995
AIG1	3.63664586003925e-105	0.41368550760320333	0.426	0.173	8.456656282935272e-101	Malignant	AIG1	0.253
UQCRQ	7.370576249894295e-105	0.48599568278406746	0.963	0.872	1.7139538011504195e-100	Malignant	UQCRQ	0.09099999999999997
ASGR2	8.864138661706082e-104	0.35427810080287925	0.397	0.158	2.0612668043931324e-99	Malignant	ASGR2	0.23900000000000002
LBP	1.0779418531916474e-103	0.4790439952257197	0.305	0.087	2.506645985411857e-99	Malignant	LBP	0.218
ENY2	1.108310155127235e-103	0.49681297388054413	0.754	0.526	2.577264434732872e-99	Malignant	ENY2	0.22799999999999998
C4BPB	5.148257732430716e-103	0.35097296639147335	0.39	0.155	1.1971758530994388e-98	Malignant	C4BPB	0.23500000000000001
PSMB5	5.241944320417619e-103	0.4185197943576794	0.567	0.301	1.2189617322699132e-98	Malignant	PSMB5	0.26599999999999996
HSPE1	5.305500307654557e-103	0.3673094570469675	0.96	0.836	1.2337410415419906e-98	Malignant	HSPE1	0.124
AKR1C4	1.513041632372427e-102	0.572691661669728	0.397	0.153	3.518427011918842e-98	Malignant	AKR1C4	0.24400000000000002
CNN3	2.441197524943876e-102	0.402244534425991	0.414	0.168	5.6767607245044895e-98	Malignant	CNN3	0.24599999999999997
LAMTOR2	1.047420963537848e-101	0.4275380084913162	0.656	0.396	2.435672708610912e-97	Malignant	LAMTOR2	0.26
PSMD4	2.3115015836843707e-101	0.44431644707289886	0.636	0.385	5.375165782699636e-97	Malignant	PSMD4	0.251
CFHR2	2.4459623039118686e-101	0.4283529211656557	0.402	0.166	5.687840741516659e-97	Malignant	CFHR2	0.23600000000000002
CYC1	2.0574638264803377e-100	0.5069481517832388	0.595	0.348	4.784426382097377e-96	Malignant	CYC1	0.247
PFDN2	1.2029763950637894e-98	0.49641672734189524	0.611	0.367	2.797401309081336e-94	Malignant	PFDN2	0.244
