UMAP_1	UMAP_2	CellType	cell_id
1.382174601	7.95430809	CD8s	cell35785
3.977218618	8.746018943	CD4s	cell35786
0.039010157	9.12868267	CD8s	cell35787
-4.120455275	6.678337631	CD8s	cell35788
3.782256593	7.64006525	CD4s	cell35789
-2.329019676	8.014340934	CD8s	cell35790
-1.441213141	7.77324253	CD8s	cell35791
0.502855529	9.178756294	CD8s	cell35792
2.074499836	5.010277328	CD8s	cell35793
2.899394025	7.581565914	CD4s	cell35794
-2.736424933	5.925440368	CD8s	cell35795
0.589880695	9.338630256	CD8s	cell35796
-0.7298959	7.946612892	CD8s	cell35797
0.035151412	9.159481582	CD8s	cell35798
0.307640781	8.505320129	CD8s	cell35799
-6.389947424	9.36624485	NKs	cell35800
5.223743429	8.332476196	CD4s	cell35801
1.996242036	8.423791465	CD4s	cell35802
0.051664968	5.363041934	CD8s	cell35803
-0.099908332	8.163915214	CD8s	cell35804
-5.226295958	10.00648933	NKs	cell35805
-5.016973505	9.37633377	NKs	cell35806
3.35770153	8.517822799	CD8s	cell35807
0.383010378	9.040811119	CD8s	cell35808
0.424758007	8.476735649	CD8s	cell35809
-1.12674285	6.524697837	CD8s	cell35810
0.691172471	9.143508491	CD8s	cell35811
0.362895479	10.40041882	CD8s	cell35812
-0.472937869	7.253491458	CD8s	cell35813
-1.316457699	9.222161827	CD8s	cell35814
1.046003213	5.045637187	CD8s	cell35815
1.832244625	9.130670127	CD8s	cell35816
-2.274585018	7.968413887	CD8s	cell35817
-1.990847478	8.154741821	CD8s	cell35818
-3.72430707	9.86298233	NKs	cell35819
1.400299658	9.108301696	CD8s	cell35820
0.293479254	7.340631542	CD8s	cell35821
0.588315715	9.472652969	CD8s	cell35822
-1.051102469	8.75893074	CD8s	cell35823
2.461492529	8.040201721	CD4s	cell35824
2.428178539	8.115719375	CD4s	cell35825
-1.221438239	6.530732688	CD8s	cell35826
1.237149467	9.165649948	CD8s	cell35827
5.178914537	6.940447864	CD4s	cell35828
-3.349572192	5.120283184	CD8s	cell35829
4.746710291	7.401360092	CD4s	cell35830
5.336771001	7.155951557	CD4s	cell35831
1.627000441	9.365911064	CD8s	cell35832
-2.159762154	8.702864227	CD8s	cell35833
0.875819316	9.928367195	CD8s	cell35834
-2.435069094	7.591908512	CD8s	cell35835
-1.53219975	8.388203201	CD8s	cell35836
-1.540130387	4.389859733	CD8s	cell35837
0.397414376	8.4970718	CD8s	cell35838
2.645805349	8.098172721	CD4s	cell35839
3.339940777	6.408145961	CD4s	cell35840
-6.011203776	9.837694702	NKs	cell35841
0.447076907	9.618378219	CD8s	cell35842
5.365506639	8.058012542	CD4s	cell35843
-2.320516715	7.808894691	CD8s	cell35844
3.358283271	8.402775344	CD4s	cell35845
4.405056467	6.65712553	CD4s	cell35846
0.008251002	7.050839004	CD8s	cell35847
4.047702779	7.356205997	CD4s	cell35848
-0.677582095	7.692941722	CD8s	cell35849
-5.120997916	10.04371696	NKs	cell35850
5.217721452	8.10594326	CD4s	cell35851
0.473168363	9.240871009	CD8s	cell35852
-3.924134503	9.513466415	NKs	cell35853
-2.762242089	7.982130584	CD8s	cell35854
3.785045614	8.157906112	CD4s	cell35855
0.489228298	8.877926406	CD8s	cell35856
4.564648142	8.575439033	CD4s	cell35857
-4.278576622	9.406120834	NKs	cell35858
-2.712104569	6.048892078	CD8s	cell35859
-4.582556258	8.755768356	NKs	cell35860
-2.6303053	7.356723365	CD8s	cell35861
4.939405431	6.232214508	CD4s	cell35862
-2.455681095	6.905043182	CD8s	cell35863
-1.355980466	6.640496311	CD8s	cell35864
0.06215628	8.092045364	CD8s	cell35865
1.288747539	9.181296882	CD8s	cell35866
3.823056688	8.415112075	CD4s	cell35867
1.611969938	9.282197532	CD8s	cell35868
2.584587564	7.330753383	CD4s	cell35869
-0.594417001	8.421227989	CD8s	cell35870
3.163796177	5.927247581	CD8s	cell35871
1.474829187	8.966939506	CD8s	cell35872
4.285808077	8.558986244	CD4s	cell35873
-2.617193709	5.539449272	CD8s	cell35874
-2.76303793	7.716621932	CD8s	cell35875
3.446760406	8.262117919	CD4s	cell35876
-0.28446042	9.759066162	CD8s	cell35877
1.384090771	8.891283569	CD8s	cell35878
-2.098877917	8.584558067	CD8s	cell35879
1.078981628	6.989429531	CD8s	cell35880
3.41717576	8.894641456	CD4s	cell35881
-1.4434265	8.535879669	CD8s	cell35882
-5.365904818	9.011990127	NKs	cell35883
-0.931399415	9.747414169	CD8s	cell35884
-5.75703002	8.749414978	NKs	cell35885
0.087935527	8.962254104	CD8s	cell35886
4.101857176	8.762431678	CD4s	cell35887
-0.331608011	5.62925106	CD8s	cell35888
-1.412224899	7.570100364	CD8s	cell35889
4.910909166	8.212220725	CD4s	cell35890
-1.118390749	8.237817344	CD8s	cell35891
2.890523662	8.957302627	CD4s	cell35892
-1.360797117	6.973328647	CD8s	cell35893
1.947304716	9.150229988	CD8s	cell35894
3.153125038	8.995565948	CD4s	cell35895
-2.905089865	5.907137927	CD8s	cell35896
0.478767028	9.134460029	CD8s	cell35897
-1.698056112	8.329817352	CD8s	cell35898
1.023486843	9.081382331	CD8s	cell35899
4.293525209	7.102300701	CD4s	cell35900
1.504609933	7.302423534	CD8s	cell35901
1.74791192	8.713665542	CD8s	cell35902
-1.419718037	7.258583126	CD8s	cell35903
4.814721574	6.500021038	CD4s	cell35904
2.308252563	5.706031856	CD8s	cell35905
2.051571121	9.228209075	CD8s	cell35906
-2.650141726	7.672710475	CD8s	cell35907
4.815990438	8.086144027	CD4s	cell35908
0.722925296	9.525474128	CD8s	cell35909
-1.639065156	3.013461408	CD8s	cell35910
-2.579407702	7.537665424	CD8s	cell35911
0.915194144	9.293329772	CD8s	cell35912
5.52283906	7.507400569	CD4s	cell35913
3.136727562	7.252063808	CD4s	cell35914
-0.305666807	9.268576202	CD8s	cell35915
-2.772125731	8.118392524	CD8s	cell35916
2.179928293	8.378497657	CD8s	cell35917
1.217355003	9.041539726	CD8s	cell35918
0.269247999	8.112147865	CD8s	cell35919
0.408067455	5.489409027	CD8s	cell35920
-2.01066638	7.084912834	CD8s	cell35921
0.744227519	8.184407768	CD8s	cell35922
2.453838577	7.841797409	CD8s	cell35923
-0.925388882	8.467632827	CD8s	cell35924
-0.762260179	8.237789688	CD8s	cell35925
-2.397923718	7.756868896	CD8s	cell35926
2.300445308	6.101419982	CD4s	cell35927
-4.287635813	9.738186416	NKs	cell35928
-2.45929576	6.605761108	CD8s	cell35929
0.610259285	8.237031517	CD8s	cell35930
-0.22322155	8.456853446	CD8s	cell35931
-1.806871424	5.853354034	CD8s	cell35932
-0.351481477	8.386932907	CD8s	cell35933
-0.48987587	8.224631843	CD8s	cell35934
0.070203771	7.873777923	CD8s	cell35935
3.516621341	8.674596366	CD4s	cell35936
0.731242766	5.543240127	CD8s	cell35937
0.992850532	8.352739868	CD8s	cell35938
0.539667477	9.147543487	CD8s	cell35939
0.022551735	8.35157257	CD8s	cell35940
-2.427125225	8.126775321	CD8s	cell35941
-2.620258341	8.100179252	CD8s	cell35942
4.155634393	8.680921134	CD4s	cell35943
-2.138151536	6.420702037	CD8s	cell35944
-0.303230459	8.484035072	CD8s	cell35945
-2.971835862	5.280601558	CD8s	cell35946
-1.509529004	9.556040344	CD8s	cell35947
-1.822405825	7.729808387	CD8s	cell35948
1.099038353	8.920512733	CD8s	cell35949
1.218474617	8.983577308	CD8s	cell35950
5.385494222	7.604098377	CD4s	cell35951
-4.272539387	9.65691143	NKs	cell35952
2.109273424	9.066363868	CD8s	cell35953
2.212801923	8.887440261	CD8s	cell35954
1.778679599	8.576920089	CD4s	cell35955
2.504310836	8.717400131	CD4s	cell35956
-1.979628334	8.273859558	CD8s	cell35957
3.770881166	8.568342742	CD4s	cell35958
1.732065668	9.876281318	CD8s	cell35959
2.552901258	6.49855524	CD4s	cell35960
-2.13552464	8.360163269	CD8s	cell35961
-2.004624973	7.798547325	CD8s	cell35962
0.08087044	9.41669136	CD8s	cell35963
2.161487331	7.951574859	CD4s	cell35964
0.167001893	8.433604774	CD8s	cell35965
3.215841999	5.780137119	CD8s	cell35966
-1.693391452	9.107595024	CD8s	cell35967
1.333392014	8.01914936	CD8s	cell35968
-2.737787257	8.076310691	CD8s	cell35969
-0.137020046	9.022362289	CD8s	cell35970
2.678593626	8.692314681	CD4s	cell35971
1.7422583	7.618545589	CD4s	cell35972
2.872567882	8.939282951	CD4s	cell35973
-1.873696218	6.921116409	CD8s	cell35974
-0.368749829	8.555167732	CD8s	cell35975
4.168994417	8.453909454	CD4s	cell35976
1.896196355	8.492168006	CD8s	cell35977
-5.584066401	0.169516561	Epithelials	cell35978
2.042212953	9.366679725	CD8s	cell35979
-0.276192481	7.550281105	CD8s	cell35980
4.784592619	7.73041397	CD4s	cell35981
1.951929083	9.407452163	CD8s	cell35982
1.259257426	8.510962066	CD8s	cell35983
0.686444034	7.301973876	CD8s	cell35984
1.089250436	9.554790077	CD8s	cell35985
2.144629469	8.223414955	CD8s	cell35986
0.66049706	9.260666427	CD8s	cell35987
5.172471513	7.528434333	CD4s	cell35988
-5.961889277	9.055907783	NKs	cell35989
1.531392445	9.213149604	CD8s	cell35990
4.440748205	8.191983756	CD4s	cell35991
-1.48865212	8.076286849	CD8s	cell35992
2.177369108	7.714017448	CD4s	cell35993
0.103735318	9.110693511	CD8s	cell35994
0.988912215	8.941758689	CD8s	cell35995
0.718569507	9.276311454	CD8s	cell35996
-0.549689169	9.447705802	CD8s	cell35997
1.291416516	7.264434871	CD8s	cell35998
5.099299421	7.206190166	CD4s	cell35999
4.930656423	8.438129959	CD4s	cell36000
-5.289413462	8.74520832	NKs	cell36001
1.324782481	9.376843032	CD8s	cell36002
1.567588558	8.68068367	CD8s	cell36003
1.051207175	8.762059745	CD8s	cell36004
-3.222058783	5.860785064	CD8s	cell36005
-2.668007861	6.029405174	CD8s	cell36006
4.809569826	7.044398364	CD4s	cell36007
-4.13552166	9.087420043	NKs	cell36008
5.560708513	8.010269699	CD4s	cell36009
5.028970232	8.269471702	CD4s	cell36010
-1.620447765	7.865288314	CD8s	cell36011
1.02543508	9.356545028	CD8s	cell36012
3.095420112	8.563308296	CD4s	cell36013
1.342346301	9.290552673	CD8s	cell36014
3.08978199	7.89643341	CD4s	cell36015
0.496541133	9.397262153	CD8s	cell36016
0.530878713	8.99574047	CD8s	cell36017
-2.040761719	8.068492469	CD8s	cell36018
-2.468697319	7.299515304	CD8s	cell36019
2.516463747	8.976096687	CD8s	cell36020
-6.560800085	9.386491355	NKs	cell36021
1.2702037	9.086711463	CD8s	cell36022
2.612232914	8.98125988	CD8s	cell36023
4.834417333	8.528011856	CD4s	cell36024
2.160500278	9.541629371	CD8s	cell36025
4.857307424	8.12939125	CD4s	cell36026
-1.813070903	8.026723442	CD8s	cell36027
-4.592782507	9.719940719	NKs	cell36028
1.137215604	9.441320953	CD8s	cell36029
3.272946825	8.934725341	CD4s	cell36030
-0.188780809	6.866514739	CD8s	cell36031
-0.029408673	9.071404037	CD8s	cell36032
-0.120038847	7.32204729	CD8s	cell36033
-1.954212199	6.515328464	CD8s	cell36034
-0.713083188	7.529405174	CD8s	cell36035
-0.724595199	6.796757278	CD8s	cell36036
-0.251329059	9.196246681	CD8s	cell36037
-3.055261383	5.061914024	CD8s	cell36038
-3.146137724	4.924157676	CD8s	cell36039
-0.52369907	8.592931327	CD8s	cell36040
3.448036422	8.352818069	CD4s	cell36041
0.490280618	8.492269096	CD8s	cell36042
0.438022246	9.522855339	CD8s	cell36043
0.90697967	8.98203617	CD8s	cell36044
5.239238729	5.848638591	CD4s	cell36045
-0.781947086	7.209981021	CD8s	cell36046
-0.707211653	9.769902763	CD8s	cell36047
1.390462627	7.8022266	CD8s	cell36048
1.435481896	9.1288982	CD8s	cell36049
-1.298364113	10.43656212	CD8s	cell36050
0.818927874	9.602984962	CD8s	cell36051
-2.973071823	5.431969222	CD8s	cell36052
-0.351076523	7.871416625	CD8s	cell36053
3.632433881	8.492462692	CD4s	cell36054
-2.623700867	7.195018825	CD8s	cell36055
-0.970901797	7.057574806	CD8s	cell36056
3.587474336	8.573730049	CD4s	cell36057
1.075286736	7.418875274	CD8s	cell36058
-0.327810949	8.983828124	CD8s	cell36059
3.695943823	7.898018417	CD4s	cell36060
0.628458013	6.80790287	CD4s	cell36061
2.281895866	9.026112136	CD4s	cell36062
3.60274147	8.853484687	CD4s	cell36063
5.101703157	8.428841171	CD4s	cell36064
0.729786029	10.07480007	CD8s	cell36065
-1.066313217	8.512990531	CD8s	cell36066
0.056097736	5.806957302	CD8s	cell36067
-2.504404793	7.530098972	CD8s	cell36068
-1.690745602	3.055677947	CD8s	cell36069
1.459335317	9.378109512	CD8s	cell36070
-0.859263162	9.075621185	CD8s	cell36071
-2.473624001	8.007602272	CD8s	cell36072
-1.666289697	3.085716781	CD8s	cell36073
1.858486166	8.181030807	CD4s	cell36074
0.198943903	8.001343307	CD8s	cell36075
-1.496716628	3.849160728	CD8s	cell36076
0.610949149	8.483761367	CD8s	cell36077
4.623356809	6.886148986	CD4s	cell36078
2.251809587	8.372387466	CD4s	cell36079
-0.451026502	5.000199375	CD8s	cell36080
0.165856471	8.073838767	CD8s	cell36081
1.017095794	9.571453628	CD8s	cell36082
0.010126074	9.032064971	CD8s	cell36083
2.136389484	9.196440277	CD8s	cell36084
5.226144781	7.691222248	CD4s	cell36085
5.390158643	5.865315971	CD4s	cell36086
-0.190574999	10.50487667	CD8s	cell36087
-2.521096478	8.275943336	CD8s	cell36088
0.123379459	8.737392005	CD8s	cell36089
-2.923410426	9.956763801	CD8s	cell36090
-0.310659407	9.363565978	CD8s	cell36091
-2.288702259	6.742536601	CD8s	cell36092
0.677234521	6.791799125	CD8s	cell36093
-0.669743458	10.09259945	CD8s	cell36094
4.708785047	7.440949974	CD4s	cell36095
3.296795597	8.400219497	CD4s	cell36096
-3.4452386	5.253633556	CD8s	cell36097
0.613294234	10.23419815	CD8s	cell36098
4.127290716	8.55895668	CD4s	cell36099
4.750406255	8.425865707	CD4s	cell36100
1.544496884	8.595841941	CD8s	cell36101
-1.458350668	7.745080528	CD8s	cell36102
2.000015726	9.029463348	CD8s	cell36103
-1.742297778	7.266236362	CD8s	cell36104
-3.881456147	10.08708912	NKs	cell36105
-1.484957228	7.773995933	CD8s	cell36106
-1.387321482	6.03453022	CD8s	cell36107
-1.367770324	6.551219043	CD8s	cell36108
-1.556820283	3.962721405	CD8s	cell36109
2.119659414	6.694190082	CD4s	cell36110
0.631572833	7.051090774	CD8s	cell36111
2.046706905	7.307672557	CD4s	cell36112
0.751908292	8.242336807	CD8s	cell36113
-3.968348751	8.199378547	NKs	cell36114
1.793148508	8.540454444	CD8s	cell36115
4.653006067	8.18992382	CD4s	cell36116
-0.363959138	8.077858505	CD8s	cell36117
3.78935193	7.162311611	CD4s	cell36118
-2.684115897	8.522667465	CD8s	cell36119
-1.376874934	6.876303253	CD8s	cell36120
0.917449941	7.666509208	CD8s	cell36121
-1.089152763	9.216703948	CD8s	cell36122
-2.51053382	5.613394794	CD8s	cell36123
3.640475263	7.768107948	CD4s	cell36124
-5.220544825	9.241091308	NKs	cell36125
4.210969915	8.250399169	CD4s	cell36126
-0.455980698	8.901237068	CD8s	cell36127
-4.055333147	6.493395862	CD8s	cell36128
-2.365234623	7.987087783	CD8s	cell36129
-1.959355245	8.174921569	CD8s	cell36130
1.492909541	7.829145965	CD8s	cell36131
5.334060659	6.267205772	CD4s	cell36132
-0.092828075	10.51451641	CD8s	cell36133
5.593596925	8.06041294	CD4s	cell36134
1.626127114	8.664839324	CD8s	cell36135
-4.968050967	9.44510704	NKs	cell36136
3.594923963	8.160176811	CD4s	cell36137
2.356672754	8.14413887	CD8s	cell36138
-4.628650675	9.499977645	NKs	cell36139
-2.170133362	6.833603439	CD8s	cell36140
-0.305839876	7.924453315	CD8s	cell36141
-0.457383479	7.007833061	CD8s	cell36142
-0.421788076	7.295481739	CD8s	cell36143
-3.167002688	5.80965763	CD8s	cell36144
4.217274179	8.903446731	CD4s	cell36145
1.31712233	9.094665107	CD8s	cell36146
0.577878585	8.466802177	CD8s	cell36147
2.014474859	9.815517005	CD8s	cell36148
0.510564556	9.196157989	CD8s	cell36149
4.723195066	8.232993659	CD4s	cell36150
-4.123995791	8.773119506	NKs	cell36151
4.856039514	8.072777328	CD4s	cell36152
5.07624196	6.228618679	CD4s	cell36153
-5.123268137	9.031211433	NKs	cell36154
-2.735622416	6.780293521	CD8s	cell36155
4.979158392	8.253106651	CD4s	cell36156
-0.034620235	8.00398117	CD8s	cell36157
5.398087015	6.652027187	CD4s	cell36158
2.003448	8.11130577	CD8s	cell36159
0.826333513	7.330227432	CD8s	cell36160
3.761775484	6.84445816	CD4s	cell36161
2.764429559	8.297571716	CD4s	cell36162
1.493004431	7.969222602	CD8s	cell36163
1.375151148	9.290703353	CD8s	cell36164
-4.552542219	9.888316688	NKs	cell36165
-0.324318005	8.144388732	CD8s	cell36166
5.681473245	5.399993476	CD4s	cell36167
3.870562067	8.376074371	CD4s	cell36168
-2.402572403	5.364182052	CD8s	cell36169
3.185359468	8.473223266	CD4s	cell36170
-0.552372167	9.740703163	CD8s	cell36171
-1.577402006	6.578176078	CD8s	cell36172
0.64744555	9.842264709	CD8s	cell36173
-2.422306309	7.380024967	CD8s	cell36174
0.090111961	7.169721183	CD8s	cell36175
5.372858991	6.166430053	CD4s	cell36176
-0.857206474	7.769230422	CD8s	cell36177
0.731402626	8.862308082	CD8s	cell36178
-1.138715873	7.415660915	CD8s	cell36179
1.662849893	8.238036689	CD8s	cell36180
1.856485595	9.370404777	CD8s	cell36181
2.6725006	8.530441818	CD8s	cell36182
5.423252096	7.897777137	CD4s	cell36183
3.130034198	8.488192138	CD4s	cell36184
-2.225214253	7.494950351	CD8s	cell36185
1.746192207	9.431584892	CD8s	cell36186
-5.499934683	9.013749656	NKs	cell36187
-3.03400899	5.626213607	CD8s	cell36188
-3.556967745	9.838347015	NKs	cell36189
-1.297112773	8.954647598	CD8s	cell36190
1.40874206	7.973098335	CD8s	cell36191
-1.190192292	5.949371395	CD8s	cell36192
1.324897399	7.697239456	CD4s	cell36193
2.235580434	9.398982582	CD8s	cell36194
4.726576795	8.46392971	CD4s	cell36195
1.171741833	8.932257232	CD8s	cell36196
-3.368109475	5.202955303	CD8s	cell36197
2.233529081	9.174975929	CD8s	cell36198
-1.769867907	7.394599018	CD8s	cell36199
0.941573848	8.285329399	CD8s	cell36200
-5.262292395	9.047366676	NKs	cell36201
3.180325737	5.436197814	CD8s	cell36202
1.121116628	9.481787261	CD8s	cell36203
-0.469366724	9.106781539	CD8s	cell36204
2.66721343	7.164445457	CD4s	cell36205
4.659344663	6.463914928	CD4s	cell36206
2.24518322	8.913444099	CD4s	cell36207
1.524567475	8.91878849	CD8s	cell36208
4.261337747	7.747775611	CD4s	cell36209
-1.478371749	6.363479194	CD8s	cell36210
4.226425638	8.433358726	CD4s	cell36211
-1.545293222	8.807467994	CD8s	cell36212
-2.011042486	7.536203441	CD8s	cell36213
-0.281226198	9.183385429	CD8s	cell36214
0.97118484	6.771578845	CD8s	cell36215
2.713235607	9.307912406	CD8s	cell36216
-0.160657192	8.64013916	CD8s	cell36217
2.880681982	9.267903861	CD4s	cell36218
-1.714181075	7.799591598	CD8s	cell36219
0.370220353	8.779231605	CD8s	cell36220
-1.392759452	9.560270843	CD8s	cell36221
-1.367541919	8.039615211	CD8s	cell36222
2.138800611	9.252854881	CD8s	cell36223
-0.418539407	8.174315032	CD8s	cell36224
-2.547000656	8.032037315	CD8s	cell36225
-1.330535899	6.795593318	CD8s	cell36226
1.620521059	9.276682434	CD8s	cell36227
2.008252372	9.138455924	CD8s	cell36228
-1.913584719	7.744208869	CD8s	cell36229
4.205988397	8.326613006	CD4s	cell36230
1.451200475	9.300283966	CD8s	cell36231
0.585120012	8.494486389	CD8s	cell36232
-0.845990638	7.481970367	CD8s	cell36233
1.631674757	8.009703216	CD8s	cell36234
-5.280296336	8.406750259	NKs	cell36235
-1.282671342	7.600097713	CD8s	cell36236
2.234445562	8.586009559	CD4s	cell36237
2.626937141	5.533731994	CD8s	cell36238
1.21097373	9.154748496	CD8s	cell36239
-1.978054295	7.118271884	CD8s	cell36240
3.694827547	8.942623672	CD4s	cell36241
5.150514116	8.063059387	CD4s	cell36242
1.53108715	8.633356628	CD8s	cell36243
0.874148478	4.036736545	CD8s	cell36244
0.598128845	8.590843734	CD8s	cell36245
-2.646219025	8.538246688	CD8s	cell36246
1.916355123	8.451414642	CD4s	cell36247
-0.231027881	5.10138422	CD8s	cell36248
0.699623217	8.318724212	CD8s	cell36249
0.849321236	8.884851989	CD8s	cell36250
-1.57304431	8.393957672	CD8s	cell36251
0.442326417	8.792258796	CD8s	cell36252
2.578504791	8.522589263	CD8s	cell36253
0.399549534	8.322658119	CD8s	cell36254
1.215241303	8.765496788	CD8s	cell36255
-1.098640333	9.156064567	CD8s	cell36256
-1.141674469	9.396457252	CD8s	cell36257
-0.987831126	8.281961975	CD8s	cell36258
-1.753948341	8.010279235	CD8s	cell36259
-0.429460483	6.73576313	CD8s	cell36260
-0.301504152	9.189400253	CD8s	cell36261
5.732317915	7.171693859	CD4s	cell36262
0.868514647	9.229606208	CD8s	cell36263
0.658334841	8.961502609	CD8s	cell36264
3.350819578	8.850111541	CD4s	cell36265
-4.558066378	8.830791053	NKs	cell36266
0.29910784	9.151463088	CD8s	cell36267
0.123452654	8.836600837	CD8s	cell36268
-1.757391343	3.406800804	CD8s	cell36269
-2.008089195	8.55602127	CD8s	cell36270
-0.982683966	8.732504425	CD8s	cell36271
0.358211686	8.926114616	CD8s	cell36272
-2.677380095	7.387852249	CD8s	cell36273
-3.325272332	5.126078662	CD8s	cell36274
0.095424434	7.130831298	CD8s	cell36275
-3.957241545	9.919259605	NKs	cell36276
-3.338628064	5.023308334	CD8s	cell36277
4.025416841	8.484013137	CD4s	cell36278
1.690423002	8.047109184	CD8s	cell36279
-0.208213756	8.93335968	CD8s	cell36280
1.723135223	9.168454704	CD8s	cell36281
2.113082876	8.828465042	CD8s	cell36282
-2.725775013	8.137762603	CD8s	cell36283
-1.181158731	6.453313884	CD8s	cell36284
5.15215825	8.439001617	CD4s	cell36285
2.55487441	8.758730468	CD8s	cell36286
1.188233843	6.338981208	CD8s	cell36287
1.197270503	8.345655021	CD8s	cell36288
2.009091844	8.691023406	CD8s	cell36289
-1.813247452	7.377474365	CD8s	cell36290
5.40127181	7.766019401	CD4s	cell36291
-0.262443225	7.204423484	CD8s	cell36292
3.643079748	7.648430404	CD8s	cell36293
0.211457898	9.408851203	CD8s	cell36294
-1.642494808	3.76536375	CD8s	cell36295
-1.946468482	8.269708213	CD8s	cell36296
5.127093305	8.173741874	CD4s	cell36297
0.439903905	7.56279808	CD8s	cell36298
1.627820959	8.997106132	CD8s	cell36299
1.16567718	7.858314094	CD8s	cell36300
-5.142598639	8.742579994	NKs	cell36301
2.320815553	9.615372238	CD4s	cell36302
4.505290498	8.352291641	CD4s	cell36303
-0.353136035	8.843180236	CD8s	cell36304
2.581575145	8.592513618	CD8s	cell36305
-2.726545821	8.690194663	CD8s	cell36306
-2.666740666	6.861609516	CD8s	cell36307
2.768870344	5.313188133	CD8s	cell36308
3.421822776	8.574544486	CD4s	cell36309
-5.80735446	9.842521247	NKs	cell36310
1.4763559	8.214010772	CD8s	cell36311
1.748383274	8.448543128	CD8s	cell36312
4.387797346	8.371482429	CD4s	cell36313
-2.783667336	5.712324676	CD8s	cell36314
-0.699181894	6.847327766	CD8s	cell36315
2.340212812	9.128795204	CD4s	cell36316
2.76886033	5.248480377	CD8s	cell36317
4.833990564	8.406735	CD4s	cell36318
0.274965515	9.101527748	CD8s	cell36319
4.780395021	8.411813316	CD4s	cell36320
-0.551327358	9.371484336	CD8s	cell36321
-2.26922215	8.487492141	CD8s	cell36322
-2.601449023	7.928953704	CD8s	cell36323
1.922129144	5.241108474	CD8s	cell36324
-1.177973519	8.557235298	CD8s	cell36325
-2.437648783	7.566715297	CD8s	cell36326
4.354967107	8.398749885	CD4s	cell36327
1.149876346	8.566278991	CD8s	cell36328
3.217184295	8.849343833	CD4s	cell36329
-1.793984781	3.584963617	CD8s	cell36330
-3.146555672	5.024901447	CD8s	cell36331
-0.233489911	8.093899307	CD8s	cell36332
-1.089436064	9.738404808	CD8s	cell36333
1.604957809	6.614064273	CD4s	cell36334
-4.10973526	9.758068618	NKs	cell36335
0.063655426	7.732351837	CD8s	cell36336
0.27890121	3.64295679	CD8s	cell36337
0.53216963	3.486715135	CD8s	cell36338
-2.516715298	8.003218231	CD8s	cell36339
-0.748761902	10.31369263	CD8s	cell36340
-4.212875376	9.00609642	NKs	cell36341
1.536986103	9.506443557	CD8s	cell36342
-1.869973789	8.495804367	CD8s	cell36343
3.865423669	8.738472518	CD4s	cell36344
-0.692627231	9.688038406	CD8s	cell36345
4.035130968	8.261072692	CD4s	cell36346
1.378971328	8.606025276	CD8s	cell36347
1.685864916	6.374919471	CD8s	cell36348
-0.472193832	8.380277214	CD8s	cell36349
-2.53740407	8.41246849	CD8s	cell36350
-0.550749476	9.756666717	CD8s	cell36351
-1.483712921	6.796146926	CD8s	cell36352
-2.399308215	8.27075344	CD8s	cell36353
-0.179544086	7.794564781	CD8s	cell36354
5.030284395	7.898601112	CD4s	cell36355
2.767273893	8.826893386	CD4s	cell36356
0.823206772	8.832677421	CD8s	cell36357
2.183938732	9.23702198	CD8s	cell36358
1.229817977	7.896419105	CD8s	cell36359
-2.408793459	7.856884536	CD8s	cell36360
5.642699232	5.464096126	CD4s	cell36361
-2.575246106	8.383495864	CD8s	cell36362
-6.281638632	1.097861466	Epithelials	cell36363
1.455789795	9.172275123	CD8s	cell36364
1.595835557	8.760310707	CD8s	cell36365
0.164111426	8.508043823	CD8s	cell36366
-4.792798052	9.699656066	NKs	cell36367
0.835985651	7.316601333	CD8s	cell36368
3.038922062	8.661379394	CD8s	cell36369
0.154262533	8.729930458	CD8s	cell36370
-2.515255699	5.681887207	CD8s	cell36371
2.945163479	8.794382629	CD8s	cell36372
5.301799764	8.252102432	CD4s	cell36373
-3.298252831	8.497439918	NKs	cell36374
1.253032078	9.054487762	CD8s	cell36375
-2.773979435	5.432175693	CD8s	cell36376
-1.715679298	7.840880928	CD8s	cell36377
0.195317139	9.215855178	CD8s	cell36378
0.153182556	9.540677604	CD8s	cell36379
1.961823215	9.276201782	CD8s	cell36380
-2.45493866	6.602640209	CD8s	cell36381
-4.27023984	8.307253417	NKs	cell36382
3.663746347	8.690154609	CD4s	cell36383
1.074521055	5.102168617	CD8s	cell36384
4.439640989	8.438939628	CD4s	cell36385
-1.566306243	5.7179957	CD8s	cell36386
-1.91658474	7.562545356	CD8s	cell36387
-2.568207274	9.714178619	NKs	cell36388
-2.207849274	10.18879944	CD8s	cell36389
1.339224806	8.229933319	CD8s	cell36390
-0.376636937	9.360346374	CD8s	cell36391
2.40302514	9.223087844	CD8s	cell36392
1.74010395	9.593021926	CD8s	cell36393
5.458130827	7.438662586	CD4s	cell36394
-0.130899916	8.314281043	CD8s	cell36395
1.378747811	4.35214859	CD8s	cell36396
0.718358626	9.115170059	CD8s	cell36397
-1.670512805	7.494347629	CD8s	cell36398
3.234031667	8.549689826	CD4s	cell36399
4.671029081	8.228943405	CD4s	cell36400
0.624237051	9.320210037	CD8s	cell36401
2.421748867	8.268970069	CD8s	cell36402
2.98544692	9.129626808	CD4s	cell36403
2.717198362	7.083425579	CD4s	cell36404
5.133504381	7.570681152	CD4s	cell36405
1.334299197	9.70738655	CD8s	cell36406
1.144990792	8.347455558	CD8s	cell36407
0.719789138	8.31851345	CD8s	cell36408
-0.423705569	7.683848438	CD8s	cell36409
