UMAP_1	UMAP_2	CellType_final	RRM2_Group	cell_id
-0.679591576	8.920715866	CD8s	RRM2high	cell19911
3.081402292	7.35696083	CD4s	RRM2high	cell19912
3.425457229	7.648971614	CD4s	RRM2high	cell19913
1.715438594	4.433291969	CD8s	RRM2high	cell19914
1.765174141	6.385249195	CD4s	RRM2high	cell19915
4.977387418	6.329684791	CD4s	RRM2high	cell19916
3.094371309	7.991849479	CD4s	RRM2high	cell19917
5.61080121	6.039436874	CD4s	RRM2high	cell19918
3.992194166	7.925690231	CD4s	RRM2high	cell19919
1.545738091	4.949557838	CD8s	RRM2high	cell19920
4.706049432	6.110495624	CD4s	RRM2high	cell19921
1.906490554	5.07029396	CD8s	RRM2high	cell19922
-2.070004473	5.334236679	CD8s	RRM2high	cell19923
-0.06839485	4.680662212	CD8s	RRM2high	cell19924
1.479371299	4.199171123	CD8s	RRM2high	cell19925
0.280124178	5.854874191	CD8s	RRM2high	cell19926
2.510612716	6.843240795	CD4s	RRM2high	cell19927
4.000733843	7.731794891	CD4s	RRM2high	cell19928
4.212976923	6.637238082	CD4s	RRM2high	cell19929
0.715137472	3.877624092	CD8s	RRM2high	cell19930
-0.164031381	7.372125682	CD8s	RRM2high	cell19931
5.185260286	6.367713508	CD4s	RRM2high	cell19932
1.898448696	6.141713199	CD8s	RRM2high	cell19933
0.140084197	3.827157554	CD8s	RRM2high	cell19934
-1.336855779	4.153578815	CD8s	RRM2high	cell19935
5.171364774	6.16430622	CD4s	RRM2high	cell19936
-0.29632252	9.059879837	CD8s	RRM2high	cell19937
1.519860854	4.22438198	CD8s	RRM2high	cell19938
3.096420278	7.465539989	CD4s	RRM2high	cell19939
4.327432623	7.014042434	CD4s	RRM2high	cell19940
0.707141866	4.289929923	CD8s	RRM2high	cell19941
-0.132903288	8.720534858	CD8s	RRM2high	cell19942
-0.103008161	5.251095352	CD8s	RRM2high	cell19943
3.489242067	8.556652603	CD4s	RRM2high	cell19944
3.380844583	6.946785984	CD4s	RRM2high	cell19945
0.510768404	4.949347553	CD8s	RRM2high	cell19946
-2.379086981	8.833687362	CD8s	RRM2high	cell19947
0.161512305	7.932758865	CD8s	RRM2high	cell19948
-3.399979124	9.178185996	NKs	RRM2high	cell19949
4.786308279	6.500276145	CD4s	RRM2high	cell19950
-5.64606143	9.16464096	NKs	RRM2high	cell19951
1.637468805	4.822808322	CD8s	RRM2high	cell19952
5.212421884	5.907291946	CD4s	RRM2high	cell19953
-5.582742701	0.49825078	nonMalignant	RRM2high	cell19954
-4.289722929	9.245181617	NKs	RRM2high	cell19955
2.207719078	5.2701655	CD8s	RRM2high	cell19956
0.046276053	7.55046564	CD8s	RRM2high	cell19957
1.52800869	4.890891609	CD8s	RRM2high	cell19958
0.0469233	5.682118949	CD8s	RRM2high	cell19959
0.348447075	4.646919784	CD8s	RRM2high	cell19960
-2.08608831	8.855105934	CD8s	RRM2high	cell19961
1.490001073	6.903282222	CD4s	RRM2high	cell19962
-0.873788247	7.965536651	CD8s	RRM2high	cell19963
1.850937357	5.27716547	CD8s	RRM2high	cell19964
-2.672090779	5.583637294	CD8s	RRM2high	cell19965
-0.582301448	9.126158294	CD8s	RRM2high	cell19966
1.192750802	4.477248249	CD8s	RRM2high	cell19967
-0.211649532	4.701814231	CD8s	RRM2high	cell19968
4.000786295	7.301577148	CD4s	RRM2high	cell19969
2.53199934	7.103758392	CD4s	RRM2high	cell19970
4.607182493	8.34948307	CD4s	RRM2high	cell19971
-6.116086493	9.540120658	NKs	RRM2high	cell19972
-5.342736731	8.601563034	NKs	RRM2high	cell19973
-0.439794677	7.519836006	CD8s	RRM2high	cell19974
-0.400501106	8.275462684	CD8s	RRM2high	cell19975
1.694245805	8.258226928	CD4s	RRM2high	cell19976
-0.288374493	8.548641738	CD8s	RRM2high	cell19977
2.905576934	7.999387321	CD4s	RRM2high	cell19978
-5.770307551	9.533425865	NKs	RRM2high	cell19979
1.030235758	8.299760398	CD8s	RRM2high	cell19980
-1.136242161	4.042975006	CD8s	RRM2high	cell19981
4.161369791	7.13175827	CD4s	RRM2high	cell19982
2.404043188	6.384036121	CD4s	RRM2high	cell19983
-3.734149704	8.680127677	NKs	RRM2high	cell19984
2.223715057	7.570499477	CD4s	RRM2high	cell19985
0.371483018	4.209680137	CD8s	RRM2high	cell19986
-2.701244126	8.820290145	CD8s	RRM2high	cell19987
2.050989141	5.54152399	CD8s	RRM2high	cell19988
1.64856719	6.476460037	CD4s	RRM2high	cell19989
-0.798000554	6.062525806	CD8s	RRM2high	cell19990
3.000588169	7.859804687	CD4s	RRM2high	cell19991
-1.314850519	6.525083122	CD8s	RRM2high	cell19992
0.153774609	7.308439788	CD8s	RRM2high	cell19993
4.665392866	6.906094131	CD4s	RRM2high	cell19994
4.254600038	6.479315338	CD4s	RRM2high	cell19995
-1.387972603	9.029258308	CD8s	RRM2high	cell19996
-0.474734547	5.369870243	CD8s	RRM2high	cell19997
1.702877988	6.173622665	CD4s	RRM2high	cell19998
3.594831934	7.280349788	CD4s	RRM2high	cell19999
-0.174156825	5.057836589	CD8s	RRM2high	cell20000
-0.124039868	4.735587177	CD8s	RRM2high	cell20001
2.745678892	5.928964672	CD8s	RRM2high	cell20002
4.178911676	7.624924716	CD4s	RRM2high	cell20003
0.07315736	4.444306907	CD8s	RRM2high	cell20004
1.933192243	6.706366596	CD4s	RRM2high	cell20005
1.840664854	8.380964813	CD8s	RRM2high	cell20006
1.768105735	8.816656646	CD8s	RRM2high	cell20007
-1.120452056	9.047216949	CD8s	RRM2high	cell20008
1.557494034	5.410088119	CD8s	RRM2high	cell20009
1.878475418	8.280949172	CD4s	RRM2high	cell20010
0.267754068	6.692626533	CD8s	RRM2high	cell20011
-4.348686705	7.665222702	NKs	RRM2high	cell20012
0.405200352	5.29739767	CD8s	RRM2high	cell20013
-1.233567129	3.949002323	CD8s	RRM2high	cell20014
0.790135135	4.218003807	CD8s	RRM2high	cell20015
1.057837	8.27263504	CD8s	RRM2high	cell20016
-5.507913122	9.774788436	NKs	RRM2high	cell20017
2.65257596	8.050329742	CD4s	RRM2high	cell20018
-0.76337404	7.134524402	CD8s	RRM2high	cell20019
0.822410097	3.685785827	CD8s	RRM2high	cell20020
1.345949521	4.564610538	CD8s	RRM2high	cell20021
-5.86283351	9.80851799	NKs	RRM2high	cell20022
0.29311954	4.537965354	CD8s	RRM2high	cell20023
2.187353124	6.776996192	CD4s	RRM2high	cell20024
3.109365692	7.865738449	CD8s	RRM2high	cell20025
0.870166292	7.193079528	CD8s	RRM2high	cell20026
4.449341764	6.579056797	CD4s	RRM2high	cell20027
-5.129499922	9.876475868	NKs	RRM2high	cell20028
2.85452198	8.104575691	CD4s	RRM2high	cell20029
-4.807840834	8.54188591	NKs	RRM2high	cell20030
4.849916925	7.03644186	CD4s	RRM2high	cell20031
2.156398763	5.291184959	CD8s	RRM2high	cell20032
-2.83856226	8.220539627	CD8s	RRM2high	cell20033
-0.108240167	4.287617263	CD8s	RRM2high	cell20034
-1.321650694	5.290482101	NKs	RRM2high	cell20035
1.754286995	6.086624202	CD8s	RRM2high	cell20036
1.174133768	4.174918231	CD8s	RRM2high	cell20037
1.917191972	5.126454887	CD8s	RRM2high	cell20038
-0.129584695	5.715905723	CD4s	RRM2high	cell20039
0.999678602	3.92817789	CD8s	RRM2high	cell20040
-0.400953526	4.778395233	CD8s	RRM2high	cell20041
0.275980224	3.591908512	CD8s	RRM2high	cell20042
-0.51474225	6.441431102	CD8s	RRM2high	cell20043
-1.7362038	6.854764518	CD8s	RRM2high	cell20044
5.145355215	6.407365856	CD4s	RRM2high	cell20045
2.555568447	8.246966896	CD4s	RRM2high	cell20046
1.540231218	4.715126094	CD8s	RRM2high	cell20047
-0.120485718	6.025569496	CD8s	RRM2high	cell20048
-0.910674463	6.491527614	CD8s	RRM2high	cell20049
-2.663382063	8.091246185	CD8s	RRM2high	cell20050
-1.113425622	4.950170574	CD8s	RRM2high	cell20051
-5.577189455	9.608239707	NKs	RRM2high	cell20052
-5.108826647	8.591642913	NKs	RRM2high	cell20053
-1.297756563	8.910078582	CD8s	RRM2high	cell20054
0.918472757	3.923631725	CD8s	RRM2high	cell20055
0.920480122	7.307487544	CD8s	RRM2high	cell20056
1.226606955	4.291790065	CD8s	RRM2high	cell20057
-0.337018582	7.536703166	CD8s	RRM2high	cell20058
-3.332130442	8.717268524	NKs	RRM2high	cell20059
0.444693734	6.299424228	CD8s	RRM2high	cell20060
2.388970604	5.670930919	CD8s	RRM2high	cell20061
0.093869468	4.272062835	CD8s	RRM2high	cell20062
0.704900016	6.144924697	CD4s	RRM2high	cell20063
2.094720831	4.375170764	CD8s	RRM2high	cell20064
3.936205854	7.61163908	CD4s	RRM2high	cell20065
0.274438967	3.617076454	CD8s	RRM2high	cell20066
-1.164803634	6.343669471	CD8s	RRM2high	cell20067
0.470183601	9.109413681	CD8s	RRM2high	cell20068
-1.150527428	7.364977416	CD8s	RRM2high	cell20069
1.141093483	4.033865032	CD8s	RRM2high	cell20070
0.703324189	7.04641014	CD4s	RRM2high	cell20071
2.759218921	7.985029754	CD4s	RRM2high	cell20072
1.788861026	5.373356399	CD8s	RRM2high	cell20073
-4.980972777	10.01046139	NKs	RRM2high	cell20074
0.023537447	4.352472362	CD8s	RRM2high	cell20075
2.089327802	7.312555847	CD4s	RRM2high	cell20076
4.429178705	6.722324428	CD4s	RRM2high	cell20077
-1.690429936	7.736678657	CD8s	RRM2high	cell20078
1.563349833	5.856479225	CD8s	RRM2high	cell20079
0.74799036	6.559667167	CD8s	RRM2high	cell20080
-0.344641211	5.61718708	CD8s	RRM2high	cell20081
1.365344753	4.494770584	CD8s	RRM2high	cell20082
-0.873538504	9.088798103	CD8s	RRM2high	cell20083
-0.373712077	7.812630233	CD8s	RRM2high	cell20084
-1.356983672	3.997391281	CD8s	RRM2high	cell20085
1.761556854	6.017411766	CD4s	RRM2high	cell20086
-0.452288474	6.185112533	CD8s	RRM2high	cell20087
-4.568609724	7.721422729	NKs	RRM2high	cell20088
0.363024702	4.535542545	CD8s	RRM2high	cell20089
4.738452425	6.067908821	CD4s	RRM2high	cell20090
-0.092829058	4.208555278	CD8s	RRM2high	cell20091
0.745686044	4.081560668	CD8s	RRM2high	cell20092
1.973776331	5.25631958	CD8s	RRM2high	cell20093
1.635153999	7.116465625	CD4s	RRM2high	cell20094
-1.343008528	8.715062675	CD8s	RRM2high	cell20095
-0.068525861	5.876322803	CD8s	RRM2high	cell20096
4.351173868	6.70847517	CD4s	RRM2high	cell20097
0.026489725	4.718157348	CD8s	RRM2high	cell20098
4.711274137	7.12631422	CD4s	RRM2high	cell20099
4.027347078	7.332309303	CD4s	RRM2high	cell20100
-1.12278838	8.82606369	CD8s	RRM2high	cell20101
2.004451265	7.200240669	CD4s	RRM2high	cell20102
0.383777966	4.336878833	CD8s	RRM2high	cell20103
4.220009794	8.454175529	CD4s	RRM2high	cell20104
2.685441723	9.292943534	CD8s	RRM2high	cell20105
0.908937683	5.605990943	CD8s	RRM2high	cell20106
-1.03951634	8.988256034	CD8s	RRM2high	cell20107
1.836216678	5.591723499	CD8s	RRM2high	cell20108
-0.814932386	4.954404411	CD8s	RRM2high	cell20109
0.075904836	7.800714073	CD4s	RRM2high	cell20110
5.156262865	6.590454158	CD4s	RRM2high	cell20111
1.651079645	4.075223026	CD8s	RRM2high	cell20112
-4.842418681	8.157873687	NKs	RRM2high	cell20113
1.173651447	5.171640453	CD8s	RRM2high	cell20114
-4.574575911	9.203286704	NKs	RRM2high	cell20115
1.260229578	4.615776119	CD8s	RRM2high	cell20116
0.582778623	3.654885349	CD8s	RRM2high	cell20117
-0.968735109	6.875384387	CD8s	RRM2high	cell20118
3.292439212	7.292643127	CD4s	RRM2high	cell20119
4.878128996	8.276555595	CD4s	RRM2high	cell20120
0.748836269	6.544381198	CD4s	RRM2high	cell20121
3.099890461	6.860983428	CD4s	RRM2high	cell20122
4.892917146	6.467671451	CD4s	RRM2high	cell20123
0.967792978	4.141892967	CD8s	RRM2high	cell20124
-0.122714887	4.668783245	CD8s	RRM2high	cell20125
4.182048311	6.585907039	CD4s	RRM2high	cell20126
-0.141038949	5.459956226	CD4s	RRM2high	cell20127
-1.027697811	9.127457199	CD8s	RRM2high	cell20128
3.144389381	7.620530662	CD4s	RRM2high	cell20129
4.705307474	6.623129901	CD4s	RRM2high	cell20130
-0.285736943	5.201896724	CD8s	RRM2high	cell20131
4.264194479	8.043377456	CD4s	RRM2high	cell20132
0.976163139	7.496546802	CD4s	RRM2high	cell20133
-5.232202063	8.634124336	NKs	RRM2high	cell20134
1.417147388	4.315809783	CD8s	RRM2high	cell20135
1.307669272	3.922608909	CD8s	RRM2high	cell20136
0.98613285	4.346152362	CD8s	RRM2high	cell20137
3.562230816	7.473335323	CD4s	RRM2high	cell20138
-3.375379095	8.607246932	NKs	RRM2high	cell20139
-5.140816222	8.112923202	NKs	RRM2high	cell20140
-1.071977089	9.160226402	CD8s	RRM2high	cell20141
2.353108396	6.990436134	CD4s	RRM2high	cell20142
-6.034880648	0.744236764	nonMalignant	RRM2high	cell20143
0.547586789	4.978928146	CD8s	RRM2high	cell20144
2.075837364	5.345473823	CD8s	RRM2high	cell20145
-2.610729466	5.420944747	CD8s	RRM2high	cell20146
0.012216618	7.472800788	CD8s	RRM2high	cell20147
2.643737783	5.297990856	CD8s	RRM2high	cell20148
-4.73884202	9.272791442	NKs	RRM2high	cell20149
-5.666439543	9.752543983	NKs	RRM2high	cell20150
-1.054889987	7.245724258	CD8s	RRM2high	cell20151
2.914325227	7.255704936	CD4s	RRM2high	cell20152
2.354047289	5.614550647	CD8s	RRM2high	cell20153
0.7634375	3.603395996	CD8s	RRM2high	cell20154
3.525528659	6.990667877	CD4s	RRM2high	cell20155
3.880717745	8.363064346	CD4s	RRM2high	cell20156
2.286779632	6.964669761	CD4s	RRM2high	cell20157
-2.302354346	10.3100391	NKs	RRM2high	cell20158
4.320991506	7.468864498	CD4s	RRM2high	cell20159
4.755391588	6.31483179	CD4s	RRM2high	cell20160
-1.646676431	9.119531211	CD8s	RRM2high	cell20161
3.278580417	7.477197227	CD4s	RRM2high	cell20162
4.076906671	6.789097366	CD4s	RRM2high	cell20163
4.411867132	6.712020931	CD4s	RRM2high	cell20164
4.930525293	7.428570804	CD4s	RRM2high	cell20165
1.044536462	6.329585609	CD4s	RRM2high	cell20166
5.918758859	5.729517993	CD4s	RRM2high	cell20167
1.422878852	7.264950809	CD4s	RRM2high	cell20168
4.386147489	8.831830558	CD4s	RRM2high	cell20169
-0.558063502	8.660016593	CD8s	RRM2high	cell20170
5.066063394	6.260747966	CD4s	RRM2high	cell20171
5.245118131	5.90024477	CD4s	RRM2high	cell20172
3.168861379	7.979231414	CD4s	RRM2high	cell20173
0.426302602	3.713857707	CD8s	RRM2high	cell20174
-1.194869647	5.061227855	NKs	RRM2high	cell20175
-0.984604547	8.486825523	CD8s	RRM2high	cell20176
-2.350187908	5.469901142	CD8s	RRM2high	cell20177
4.560713758	6.663002071	CD4s	RRM2high	cell20178
-0.618357117	8.500468788	CD8s	RRM2high	cell20179
2.103007307	5.237931308	CD8s	RRM2high	cell20180
-5.331226836	8.818510589	NKs	RRM2high	cell20181
1.184440126	6.670184192	CD4s	RRM2high	cell20182
-1.109371016	7.372691211	CD8s	RRM2high	cell20183
0.397738745	5.38617855	CD8s	RRM2high	cell20184
1.233921637	4.629078445	CD8s	RRM2high	cell20185
-5.578876505	8.707672653	NKs	RRM2high	cell20186
-2.416163216	8.043980178	CD8s	RRM2high	cell20187
3.548927059	7.187626895	CD4s	RRM2high	cell20188
-5.19521142	9.39294773	NKs	RRM2high	cell20189
2.476218452	7.521622714	CD4s	RRM2high	cell20190
2.534929504	7.466975746	CD4s	RRM2high	cell20191
-0.449519503	5.424926815	CD8s	RRM2high	cell20192
-0.446869584	5.01422554	CD8s	RRM2high	cell20193
-3.949194441	10.11136776	NKs	RRM2high	cell20194
2.50091361	6.261674938	CD4s	RRM2high	cell20195
5.741343965	5.752553043	CD4s	RRM2high	cell20196
4.021276941	7.511752662	CD4s	RRM2high	cell20197
1.359309425	6.847056446	CD4s	RRM2high	cell20198
-2.990489493	5.310635623	CD8s	RRM2high	cell20199
0.307566931	7.512948093	CD8s	RRM2high	cell20200
-0.974286268	9.236445007	CD8s	RRM2high	cell20201
2.055968513	6.698746261	CD4s	RRM2high	cell20202
5.999825468	5.978612956	CD4s	RRM2high	cell20203
4.595514288	5.063910541	CD4s	RRM2high	cell20204
1.372754445	4.246992168	CD8s	RRM2high	cell20205
1.563013305	6.164041099	CD4s	RRM2high	cell20206
-0.11900715	4.938814697	CD8s	RRM2high	cell20207
3.54352807	7.408687648	CD4s	RRM2high	cell20208
-3.472533474	6.166554508	CD8s	RRM2high	cell20209
0.336640944	4.835605678	CD8s	RRM2high	cell20210
2.33147501	8.104228553	CD4s	RRM2high	cell20211
0.32753407	3.648979005	CD8s	RRM2high	cell20212
2.5029354	8.876446304	CD8s	RRM2high	cell20213
-0.058089832	5.088734683	CD8s	RRM2high	cell20214
2.561388244	7.33464962	CD4s	RRM2high	cell20215
-1.169537375	7.726137695	CD8s	RRM2high	cell20216
4.387849321	7.309640941	CD4s	RRM2high	cell20217
1.724860658	7.710597095	CD4s	RRM2high	cell20218
2.153810253	5.651917991	CD8s	RRM2high	cell20219
-0.023083935	7.919267234	CD8s	RRM2high	cell20220
5.272217264	7.810020027	CD4s	RRM2high	cell20221
5.263418665	5.582351264	CD4s	RRM2high	cell20222
3.138444652	5.878178653	CD8s	RRM2high	cell20223
-0.071274678	6.09300476	CD8s	RRM2high	cell20224
0.279927363	4.533602294	CD8s	RRM2high	cell20225
1.122701397	4.297373828	CD8s	RRM2high	cell20226
-0.915729354	7.620971736	CD4s	RRM2high	cell20227
-1.003634105	6.710596618	CD8s	RRM2high	cell20228
1.51068901	4.54943901	CD8s	RRM2high	cell20229
1.464707961	6.846563873	CD4s	RRM2high	cell20230
4.035220136	8.005251464	CD4s	RRM2high	cell20231
3.272298565	6.925569114	CD4s	RRM2high	cell20232
1.240760674	5.290129241	CD8s	RRM2high	cell20233
0.169450452	7.749577102	CD8s	RRM2high	cell20234
0.775361409	3.867415962	CD8s	RRM2high	cell20235
-0.591045956	8.64856678	CD8s	RRM2high	cell20236
-0.151848684	4.748840389	CD8s	RRM2high	cell20237
0.646887412	4.195397911	CD8s	RRM2high	cell20238
-0.294375772	4.235551414	CD8s	RRM2high	cell20239
4.181587209	7.801761207	CD4s	RRM2high	cell20240
3.219982614	8.002271232	CD8s	RRM2high	cell20241
0.645987739	4.200834808	CD8s	RRM2high	cell20242
-1.144540677	8.895242271	CD8s	RRM2high	cell20243
5.327672472	6.201133308	CD4s	RRM2high	cell20244
1.711751213	7.302909908	CD4s	RRM2high	cell20245
-0.092919181	5.018212852	CD8s	RRM2high	cell20246
0.897816648	4.138716278	CD8s	RRM2high	cell20247
3.246159067	6.498388824	CD4s	RRM2high	cell20248
3.665997018	7.548475322	CD4s	RRM2high	cell20249
3.302629938	7.517383632	CD4s	RRM2high	cell20250
5.148274889	6.542492446	CD4s	RRM2high	cell20251
2.151725759	5.226921138	CD8s	RRM2high	cell20252
-0.021278063	4.621061859	CD8s	RRM2high	cell20253
-3.200016985	8.65069252	NKs	RRM2high	cell20254
-0.593647952	9.040183601	CD8s	RRM2high	cell20255
1.501752963	4.376799163	CD8s	RRM2high	cell20256
1.292891135	5.187902984	CD8s	RRM2high	cell20257
4.89429759	7.067776737	CD4s	RRM2high	cell20258
1.664946546	7.305083332	CD4s	RRM2high	cell20259
4.672647466	6.785212097	CD4s	RRM2high	cell20260
-0.581524591	8.492696342	CD8s	RRM2high	cell20261
0.998888006	3.914149341	CD8s	RRM2high	cell20262
-5.450722227	9.662587699	NKs	RRM2high	cell20263
-6.156456004	9.583971557	NKs	RRM2high	cell20264
3.259116163	8.528674659	CD4s	RRM2high	cell20265
3.256952514	7.099147376	CD4s	RRM2high	cell20266
1.019041886	8.078929481	CD8s	RRM2high	cell20267
-5.248328696	8.741767463	NKs	RRM2high	cell20268
-0.145039389	5.449513015	CD8s	RRM2high	cell20269
-0.344999007	5.427797374	CD8s	RRM2high	cell20270
-0.578370939	8.744699058	CD8s	RRM2high	cell20271
0.987406125	3.797167358	CD8s	RRM2high	cell20272
-0.179168845	7.956704673	CD8s	RRM2high	cell20273
1.677444925	4.785179672	CD8s	RRM2high	cell20274
2.18144392	4.509412822	CD8s	RRM2high	cell20275
0.606121411	4.735296783	CD8s	RRM2high	cell20276
2.585039367	6.63245016	CD4s	RRM2high	cell20277
1.619080295	5.86160427	CD8s	RRM2high	cell20278
-2.319559584	9.877133903	CD8s	RRM2high	cell20279
2.04810976	6.599068222	CD8s	RRM2high	cell20280
-2.078474889	6.947078762	CD8s	RRM2high	cell20281
0.984144559	6.560383853	CD4s	RRM2high	cell20282
2.99569725	8.514796791	CD4s	RRM2high	cell20283
3.961633196	7.535644588	CD4s	RRM2high	cell20284
-0.872557292	8.621936378	CD8s	RRM2high	cell20285
1.919075718	7.014025745	CD8s	RRM2high	cell20286
3.503109207	6.4127112	CD4s	RRM2high	cell20287
-1.595473299	5.589799938	CD8s	RRM2high	cell20288
4.811088075	6.980540809	CD4s	RRM2high	cell20289
-4.719346533	9.501676139	NKs	RRM2high	cell20290
-0.722754548	5.206912097	CD8s	RRM2high	cell20291
1.676974525	7.216144618	CD4s	RRM2high	cell20292
4.802226057	6.889722404	CD4s	RRM2high	cell20293
-7.07E-04	5.37392908	CD8s	RRM2high	cell20294
1.07291614	4.813097534	CD8s	RRM2high	cell20295
0.31604599	3.56833559	CD8s	RRM2high	cell20296
-2.504245768	9.556745109	CD8s	RRM2high	cell20297
-0.340229108	7.496182498	CD8s	RRM2high	cell20298
1.058871379	4.010435638	CD8s	RRM2high	cell20299
0.338877012	6.520472106	CD8s	RRM2high	cell20300
1.762295236	7.237054882	CD4s	RRM2high	cell20301
-5.373998175	10.00317341	NKs	RRM2high	cell20302
2.768329611	6.453150806	CD8s	RRM2high	cell20303
-0.011129121	5.18178564	CD8s	RRM2high	cell20304
3.134963503	7.425282535	CD4s	RRM2high	cell20305
5.628390302	5.978036937	CD4s	RRM2high	cell20306
5.07340621	6.264375743	CD4s	RRM2high	cell20307
2.046355714	5.182143268	CD8s	RRM2high	cell20308
-4.932297716	10.04048592	NKs	RRM2high	cell20309
4.161029806	7.714900073	CD4s	RRM2high	cell20310
-3.949081431	9.225287017	NKs	RRM2high	cell20311
3.321380129	7.476649818	CD4s	RRM2high	cell20312
3.098474731	6.436236915	CD4s	RRM2high	cell20313
3.599282255	7.650325832	CD4s	RRM2high	cell20314
-0.69709302	9.382324752	CD8s	RRM2high	cell20315
4.985492696	8.490330276	CD4s	RRM2high	cell20316
-1.198069642	5.823586997	CD8s	RRM2high	cell20317
1.469055285	9.059449729	CD8s	RRM2high	cell20318
3.143719663	5.200359878	CD8s	RRM2high	cell20319
-0.120889167	4.93407875	CD8s	RRM2high	cell20320
1.514310946	4.137118873	CD8s	RRM2high	cell20321
1.091680398	4.468038139	CD8s	RRM2high	cell20322
-0.783078114	6.329533634	CD8s	RRM2high	cell20323
1.573217263	5.244214115	CD8s	RRM2high	cell20324
2.026275625	5.295574722	CD8s	RRM2high	cell20325
-4.164361964	8.472856101	NKs	RRM2high	cell20326
5.694535246	6.042617378	CD4s	RRM2high	cell20327
-4.933359633	9.604157981	NKs	RRM2high	cell20328
-4.614447604	8.28758007	NKs	RRM2high	cell20329
0.393364062	5.253651199	CD8s	RRM2high	cell20330
-1.768988619	9.216085967	CD8s	RRM2high	cell20331
-1.422271262	8.856085357	CD8s	RRM2high	cell20332
-5.235148917	9.269088325	NKs	RRM2high	cell20333
2.718755474	7.53383356	CD4s	RRM2high	cell20334
-5.807429324	9.144789276	NKs	RRM2high	cell20335
-3.018863211	6.023211536	CD8s	RRM2high	cell20336
0.992794981	7.211192188	CD4s	RRM2high	cell20337
1.735646953	5.375075874	CD8s	RRM2high	cell20338
2.885049572	8.195926246	CD4s	RRM2high	cell20339
-5.299369345	9.935427246	NKs	RRM2high	cell20340
2.114643564	5.728910503	CD8s	RRM2high	cell20341
0.40305387	8.673939285	CD8s	RRM2high	cell20342
-0.309032372	5.457933483	CD4s	RRM2high	cell20343
2.171744098	4.814203796	CD8s	RRM2high	cell20344
2.176640739	5.352522907	CD8s	RRM2high	cell20345
-0.684209208	8.917246398	CD8s	RRM2high	cell20346
5.343642225	6.440111694	CD4s	RRM2high	cell20347
0.035319467	4.095049915	CD8s	RRM2high	cell20348
2.487123956	8.620791015	CD4s	RRM2high	cell20349
0.556697478	3.59704524	CD8s	RRM2high	cell20350
5.633907785	5.971146163	CD4s	RRM2high	cell20351
3.126873722	7.049117145	CD4s	RRM2high	cell20352
0.608513286	7.581721363	CD8s	RRM2high	cell20353
4.094417085	8.514771995	CD4s	RRM2high	cell20354
-0.228590275	4.509816703	CD8s	RRM2high	cell20355
-0.371765162	7.059502658	CD8s	RRM2high	cell20356
0.962130894	4.671767291	CD8s	RRM2high	cell20357
1.682607879	5.18196207	CD8s	RRM2high	cell20358
0.584769716	7.357788619	CD8s	RRM2high	cell20359
2.041417827	5.212879714	CD8s	RRM2high	cell20360
0.496902098	5.243726787	CD8s	RRM2high	cell20361
0.960400214	3.932184276	CD8s	RRM2high	cell20362
0.365119388	3.681730089	CD8s	RRM2high	cell20363
1.727368822	6.408312854	CD4s	RRM2high	cell20364
-2.661789427	8.096119461	CD8s	RRM2high	cell20365
-1.14018477	7.60299879	CD8s	RRM2high	cell20366
-0.025486867	8.058876571	CD8s	RRM2high	cell20367
0.336297919	3.550826606	CD8s	RRM2high	cell20368
1.147255292	7.747062263	CD4s	RRM2high	cell20369
6.00405406	5.769971904	CD4s	RRM2high	cell20370
0.682713141	5.516801891	CD8s	RRM2high	cell20371
4.067757597	8.551560935	CD4s	RRM2high	cell20372
3.161660423	7.765472946	CD4s	RRM2high	cell20373
2.973614444	7.185574588	CD4s	RRM2high	cell20374
-4.885585795	10.11771828	NKs	RRM2high	cell20375
-0.021490047	5.589927253	CD8s	RRM2high	cell20376
2.715758552	6.23326641	CD8s	RRM2high	cell20377
5.576238622	5.414940414	CD4s	RRM2high	cell20378
-1.112082968	9.131290969	CD8s	RRM2high	cell20379
-5.142661581	10.01823383	NKs	RRM2high	cell20380
2.698302736	7.665365753	CD4s	RRM2high	cell20381
-1.501888166	3.67442089	CD8s	RRM2high	cell20382
-5.034934531	10.11833626	NKs	RRM2high	cell20383
0.329131295	3.608562049	CD8s	RRM2high	cell20384
-1.351135562	7.274334487	CD8s	RRM2high	cell20385
-6.05593587	9.761593399	NKs	RRM2high	cell20386
-1.244059632	9.099800643	CD8s	RRM2high	cell20387
4.745764246	6.421785411	CD4s	RRM2high	cell20388
-1.446825991	8.190399703	CD8s	RRM2high	cell20389
5.678151121	5.919117507	CD4s	RRM2high	cell20390
0.042821278	9.467634735	CD8s	RRM2high	cell20391
-0.376021622	8.26675373	CD8s	RRM2high	cell20392
1.994599332	5.417082843	CD8s	RRM2high	cell20393
-0.557915489	6.305055675	CD8s	RRM2high	cell20394
-2.94863988	5.29740673	CD8s	RRM2high	cell20395
3.58237194	7.228739318	CD4s	RRM2high	cell20396
-0.282788987	7.996472892	CD8s	RRM2high	cell20397
1.881928672	7.12930685	CD4s	RRM2high	cell20398
0.302775492	4.608732757	CD8s	RRM2high	cell20399
-0.415777276	8.37042385	CD8s	RRM2high	cell20400
3.020423402	8.537772712	CD8s	RRM2high	cell20401
-3.053346405	5.194342193	CD8s	RRM2high	cell20402
-1.033886144	6.181485233	CD4s	RRM2high	cell20403
1.821370592	6.044210967	CD8s	RRM2high	cell20404
